"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,,,
Isolate_Id,HA Segment_Id,NA Segment_Id,Location,Collection_Date,Isolate_Name,Originating_Lab,Submitting_Lab,Authors
EPI_ISL_413382,EPI1703730,EPI1703729,North America / United States / Illinois,2/3/2020,B/Illinois/04/2020,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412340,EPI1698162,EPI1698161,North America / United States / Massachusetts,1/23/2020,B/Massachusetts/04/2020,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_413364,EPI1703588,EPI1703587,North America / United States / New Hampshire,1/29/2020,B/New Hampshire/08/2020,New Hampshire Public Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412367,EPI1698377,EPI1698376,North America / United States / New Mexico,1/27/2020,B/New Mexico/04/2020,New Mexico Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410855,EPI1693359,EPI1693358,North America / United States / Connecticut,1/5/2020,B/Connecticut/02/2020,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_413383,EPI1703738,EPI1703737,North America / United States / Oklahoma,2/3/2020,B/Oklahoma/04/2020,Oklahoma State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409297,EPI1685164,EPI1685163,North America / United States / North Dakota,1/9/2020,B/North Dakota/01/2020,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409713,EPI1688476,EPI1688475,North America / United States / New York,1/7/2020,B/New York/02/2020,New York City Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409605,EPI1687487,EPI1687486,North America / United States / Minnesota,1/2/2020,B/Minnesota/02/2020,Minnesota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412325,EPI1698046,EPI1698045,North America / United States / Indiana,1/25/2020,B/Indiana/02/2020,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410880,EPI1693559,EPI1693558,North America / United States / Illinois,1/6/2020,B/Illinois/02/2020,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410894,EPI1693669,EPI1693668,North America / United States / Minnesota,1/15/2020,B/Minnesota/08/2020,Minnesota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410945,EPI1694072,EPI1694071,North America / United States / Pennsylvania,1/25/2020,B/Pennsylvania/04/2020,Pennsylvania Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_414223,EPI1707438,EPI1707437,North America / United States / Alaska,1/1/2020,B/Alaska/10937/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_414299,EPI1707849,EPI1707848,North America / United States / South Dakota,1/2/2020,B/South Dakota/11013/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_409323,EPI1685371,EPI1685370,North America / United States / Colorado,1/2/2020,B/Colorado/01/2020,Colorado Department of Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_410930,EPI1693953,EPI1693952,North America / United States / New York,1/24/2020,B/New York/09/2020,New York State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410856,EPI1693367,EPI1693366,North America / United States / District of Columbia,1/8/2020,B/District Of Columbia/01/2020,DC Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_410858,EPI1693383,EPI1693382,North America / United States / Maine,1/19/2020,B/Maine/04/2020,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_409277,EPI1685005,EPI1685004,North America / United States / Arkansas,1/6/2020,B/Arkansas/02/2020,Arkansas Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412324,EPI1698038,EPI1698037,North America / United States / Indiana,1/29/2020,B/Indiana/03/2020,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_414264,EPI1707651,EPI1707650,North America / United States / North Carolina,1/3/2020,B/North Carolina/10978/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_409290,EPI1685108,EPI1685107,North America / United States / Oklahoma,1/12/2020,B/Oklahoma/01/2020,Oklahoma State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412328,EPI1698067,EPI1698066,North America / United States / West Virginia,1/17/2020,B/West Virginia/01/2020,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_409610,EPI1688136,EPI1688135,North America / United States / New Mexico,1/13/2020,B/New Mexico/01/2020,New Mexico Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412353,EPI1698266,EPI1698265,North America / United States / California,1/6/2020,B/California/08/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_414234,EPI1707501,EPI1707500,North America / United States / Colorado,1/6/2020,B/Colorado/10948/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410857,EPI1693375,EPI1693374,North America / United States / Maine,1/6/2020,B/Maine/02/2020,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_412306,EPI1697894,EPI1697893,North America / United States / Utah,1/5/2020,B/Utah/02/2020,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409633,EPI1688275,EPI1688274,North America / United States / Texas,1/6/2020,B/Texas/01/2020,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,
EPI_ISL_409334,EPI1685455,EPI1685454,North America / United States / Maryland,1/6/2020,B/Maryland/03/2020,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_413374,EPI1703668,EPI1703667,North America / United States / Arkansas,1/30/2020,B/Arkansas/06/2020,Arkansas Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412317,EPI1697982,EPI1697981,North America / United States / Alabama,1/30/2020,B/Alabama/04/2020,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_409266,EPI1684931,EPI1684930,North America / United States / Ohio,1/1/2020,B/Ohio/01/2020,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412368,EPI1698385,EPI1698384,North America / United States / New Mexico,1/23/2020,B/New Mexico/03/2020,New Mexico Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410902,EPI1693730,EPI1693729,North America / United States / Mississippi,1/22/2020,B/Mississippi/02/2020,Mississippi Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_414287,EPI1707771,EPI1707770,North America / United States / Oklahoma,1/3/2020,B/Oklahoma/11001/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412339,EPI1698154,EPI1698153,North America / United States / Georgia,1/16/2020,B/Georgia/02/2020,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410898,EPI1693700,EPI1693699,North America / United States / Oklahoma,1/22/2020,B/Oklahoma/03/2020,Oklahoma State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409275,EPI1684989,EPI1684988,North America / United States / Wisconsin,1/8/2020,B/Wisconsin/03/2020,City of Milwaukee Health Department,Centers for Disease Control and Prevention,
